age,clv_score,avg_balance,monetary_volume,mortgage_outstanding,activity_intensity,investments_aum,recency_days,category
60,47721.28,17474.85135996841,12638.75,0.0,8,25558.59487750311,232,Insurance
39,47396.63,16687.51921053978,2520.33,0.0,11,3545.238390572207,199,Insurance
37,46610.52,16340.80414517922,754.04,0.0,6,5452.992892733895,316,InvestmentFund
24,15632.03,14638.16889374376,2438.79,0.0,13,5659.549579512096,194,InvestmentFund
41,46274.2,16104.02220526934,6500.04,0.0,9,17091.10948971887,361,FXTransfer
42,18003.41,10423.45399912295,3989.7,54763.85039305402,5,8937.00308478596,159,DebitCard
73,87924.11,15028.18603989976,19499.96,27071.58149319978,8,2818.737911038872,259,PersonalLoan
40,20595.42,13599.29326138844,2162.93,0.0,14,728.7339287315223,323,DebitCard
41,51340.55,56936.39027587099,3716.48,68683.4836525684,14,16311.2767643028,201,FXTransfer
49,28088.78,59057.62220823984,1157.25,59391.9626570683,7,7962.976374767411,338,FixedDeposit
25,37561.06,5738.642541983144,3574.64,0.0,9,27140.84845986955,312,InvestmentFund
43,41245.24,15429.59755360388,3344.23,23255.38732295789,7,8954.402344393196,77,PersonalLoan
23,25850.44,47477.79060058563,6999.66,0.0,9,825.0165722419227,92,SavingsAccount
51,35703.51,21946.4587835441,2483.67,0.0,11,8426.716196978145,203,InvestmentFund
35,81142.73,31060.08265656669,1554.63,44300.45123433261,12,4499.884133924603,211,FixedDeposit
57,49980.65,6047.89176194734,9470.16,76868.28520680717,8,4862.102393675636,75,FXTransfer
53,40561.4,29276.79881529145,1406.21,35799.11876188807,8,6554.99839590059,279,FXTransfer
24,36785.39,61151.06072070354,13073.48,45385.7416172996,15,11620.82616976211,325,Insurance
29,22265.4,20179.92349956143,2860.79,0.0,10,24773.78812330849,230,FixedDeposit
63,87065.1,8425.8606995331,8521.49,16415.84273479564,8,10192.11927472296,205,Insurance
31,39600.58,22731.01835760987,9027.16,0.0,8,6291.845052178532,207,Insurance
66,35727.12,8087.540249025205,11403.9,40196.82732915506,9,2443.293007815071,243,PersonalLoan
18,51560.0,10221.18064762383,662.21,0.0,7,8869.16472507176,3,InvestmentFund
45,44698.73,6723.446001065498,3778.31,127529.0951583106,8,22234.72915149006,329,DebitCard
52,23813.2,12508.70055196445,6931.94,42304.68712674424,11,2711.593256065007,258,DebitCard
28,26055.88,19538.74992876559,7592.3,0.0,10,7297.157257633909,110,Insurance
49,43455.15,21719.46021891248,975.29,92903.41980901711,16,20782.57118138006,28,CreditCard
37,14023.7,33081.10541468775,2920.29,35480.73063757183,10,2901.55952564146,111,SavingsAccount
38,49752.2,26734.84483884737,1939.97,0.0,11,4488.986362964134,147,InvestmentFund
28,12297.3,32795.55340756555,1650.79,160821.0796234551,17,4444.283589438383,342,PersonalLoan
52,45454.89,65192.34951378478,3358.38,0.0,12,3417.199462235147,134,SavingsAccount
36,49942.76,48067.25072125564,12444.99,60782.91043396071,13,8651.309007730633,118,CreditCard
59,21036.36,19743.83118254855,2170.76,0.0,9,2607.761897869258,300,InvestmentFund
35,63384.36,43472.00772588941,6950.2,39362.87178346615,11,18274.05251956618,351,DebitCard
74,20987.31,21977.86110470674,4767.42,30870.27506937471,8,18901.86334271478,85,PersonalLoan
56,52268.75,9216.260542158834,284.77,94588.48384446203,5,12052.8068253543,163,SavingsAccount
55,60688.89,11161.81617218087,4878.32,0.0,12,14169.92494871669,272,SavingsAccount
24,18270.01,7098.42068369852,873.32,53838.37856964345,10,10833.70970017035,353,FXTransfer
45,19035.83,16281.39137168403,15432.22,0.0,12,20571.85620101563,203,DebitCard
27,36448.68,22102.1589329848,2699.25,29498.99838543377,13,990.8130058820126,295,InvestmentFund
40,13043.15,43984.05914724942,16846.56,37705.40810603033,10,9908.17487996329,40,Insurance
24,21419.76,31957.86223943083,4425.52,0.0,12,7621.068362463797,135,PersonalLoan
53,32179.02,3797.681807425417,2407.98,44984.50188323041,9,2335.140346658295,172,InvestmentFund
45,21486.86,63644.47407989158,10417.39,45959.67526103059,9,1108.221803344693,155,DebitCard
58,15300.42,11965.06043714478,903.94,139930.6339342881,16,15506.71741362902,109,Insurance
69,26297.31,7837.105951253728,1799.42,0.0,12,4443.262890098739,163,DebitCard
72,25207.6,25921.03162208278,7385.9,38871.11893960235,8,3142.772159626529,183,FXTransfer
18,18539.65,5528.807908297854,435.18,39437.23153370246,8,8939.8088270418,16,PersonalLoan
20,37418.09,14807.39004570595,4987.56,60849.87758513766,9,14714.33281813691,173,InvestmentFund
74,72393.53,12003.17439785068,880.47,0.0,17,5460.093325264585,38,SavingsAccount
70,10875.94,6221.860769102406,6155.77,52061.65931328272,16,7679.278163088392,203,FXTransfer
42,25930.57,11713.85817481375,6112.56,0.0,4,2480.979589476059,38,DebitCard
63,19578.08,19858.02042582205,10243.9,0.0,13,9352.732095692205,356,FXTransfer
59,55424.95,36319.66545079444,9524.98,0.0,10,6480.681798016725,157,CreditCard
59,38155.98,31333.05954747052,2109.47,81911.41335878315,9,4126.237483594817,287,FXTransfer
40,16828.5,8232.246749051357,2701.13,121374.1025636661,5,17715.83651790094,283,Insurance
43,47731.56,35465.03826053322,2128.73,57494.12127803561,14,3377.514064351414,308,Insurance
22,12216.04,19476.53952655109,15597.96,79888.57024257467,9,20532.20287234019,30,DebitCard
30,36232.57,18178.01919752813,11499.38,89038.88209896431,11,17637.35241782288,204,PersonalLoan
72,77385.94,23133.6636388421,5905.66,109042.082213098,9,10502.57149736655,299,SavingsAccount
31,60226.85,38734.8302146535,8647.57,0.0,14,7241.86455808546,173,DebitCard
57,8331.17,13283.87868700539,3203.24,26834.4090477311,11,32289.07594103643,91,Insurance
59,13608.64,20135.29320542987,2241.46,106604.964174101,16,31728.00725468176,220,SavingsAccount
44,48988.6,33050.40387052196,4369.16,42289.66868153425,14,4997.477880019131,45,CreditCard
69,42798.2,71163.18710098985,6602.86,83967.45747008824,5,11239.04231270442,96,SavingsAccount
21,55954.24,37976.2191213496,9385.19,94329.5542257476,14,16199.55962201621,339,FXTransfer
50,22210.73,14898.63146431734,5034.8,0.0,4,790.5300635980348,361,FixedDeposit
40,61511.6,20581.24811886888,4413.1,88303.72342103955,7,33363.39285405444,109,FixedDeposit
72,24365.1,8480.134054300848,14499.79,135893.1745500058,15,4074.620965082075,209,DebitCard
28,27102.03,18035.89372133792,842.82,40608.38219297668,7,11397.0029843336,15,CreditCard
65,30107.35,47080.63108611861,4761.47,150026.9314360528,10,11058.81526816325,132,FixedDeposit
30,12699.74,63066.99274695422,2833.25,0.0,5,4764.411895491902,225,InvestmentFund
34,18263.84,35030.78448439897,1957.97,59488.22608909394,9,18491.14834940629,13,FXTransfer
19,39722.23,12260.66830196698,9807.73,0.0,15,17812.03312278867,251,PersonalLoan
66,45052.06,43983.77089727423,11888.41,102669.347313109,9,3132.461479246163,350,InvestmentFund
41,77905.6,13387.27068796796,3625.85,67977.49837649686,18,2520.531305303716,40,SavingsAccount
63,60110.18,23582.68085995905,10403.7,0.0,15,20782.75867060846,335,FXTransfer
44,33171.18,16096.15811922472,11734.17,0.0,5,6060.998970696696,174,DebitCard
70,36243.01,19422.38248578606,11277.45,0.0,11,23236.68760754924,326,PersonalLoan
68,14091.27,30389.66055656655,14806.31,0.0,11,4961.277046148516,175,CreditCard
32,16407.69,22686.85383080642,2440.92,88369.58173859597,12,22216.67330912362,82,FixedDeposit
36,17984.39,14041.06886438804,7382.29,0.0,12,11120.15784718742,331,CreditCard
38,62291.99,27439.44435690614,12828.33,71378.66810079057,6,759.6926472208465,48,DebitCard
44,15141.25,44827.31666104545,828.07,64020.19033987977,10,4283.684952363153,26,DebitCard
34,36179.96,5788.267982567585,2610.84,102601.0306146127,5,4152.127887252117,264,PersonalLoan
23,10583.63,10678.9180039326,943.73,145669.3667064027,9,17336.79424752061,251,DebitCard
22,11839.21,22349.42436504085,12104.45,41267.65998782292,8,12454.44688099087,52,InvestmentFund
47,48908.59,20572.82025165991,1187.3,133889.2362730331,11,22458.48567552632,339,SavingsAccount
51,39325.33,33199.2125801433,4557.05,0.0,10,11476.19960993115,146,PersonalLoan
56,41167.57,3845.701088177589,5115.61,26408.28387657545,13,5810.059082319252,9,DebitCard
42,29261.77,16751.49120285777,3272.12,53172.65958700074,13,7204.511171632677,251,DebitCard
25,27398.32,33107.48038876509,2005.27,121799.049702577,12,3620.25233372595,154,CreditCard
34,17405.36,11717.34676059336,14201.46,75303.01197047108,10,3871.043414611601,177,DebitCard
19,37207.35,18929.31055910588,3259.38,0.0,11,2093.153665323866,334,CreditCard
50,26929.36,13535.15847881659,19268.25,0.0,10,20991.32944252364,128,InvestmentFund
75,52509.13,29847.45293284235,5770.38,0.0,9,5872.784640507408,99,DebitCard
48,49419.15,55727.44320280813,3060.87,0.0,11,3394.121583724829,102,Insurance
24,12686.42,42803.19988032035,4727.41,98375.50021823122,11,12477.83777352301,312,PersonalLoan
34,25244.34,49797.64510242753,6062.66,95871.18432890034,9,19070.81947429536,130,CreditCard
54,80778.72,17437.44067336179,2700.61,0.0,13,6437.014437574958,75,DebitCard
40,27474.71,10648.59542357081,17081.11,0.0,11,2692.38329569891,49,CreditCard
27,36211.59,26405.36621468091,2741.49,0.0,12,14438.03598756262,73,FXTransfer
66,41603.91,26919.22275661164,8538.55,67211.78952223374,13,17338.90610688722,327,InvestmentFund
65,14601.81,8725.851124516179,2057.29,58114.41755416105,10,13409.79657053421,47,DebitCard
54,23059.42,24641.15970369195,2454.52,92893.22116351323,6,7976.104927457943,170,SavingsAccount
68,98104.33,8819.177357564091,5195.78,0.0,12,2658.532461862369,111,DebitCard
53,26883.77,7629.779240081049,1809.35,0.0,8,3503.319697772734,318,InvestmentFund
65,37591.49,71842.27038348268,6120.96,64771.64636865323,12,4658.549946849039,48,Insurance
18,11862.26,18373.16733706899,9037.78,40097.62329081692,7,18347.49048600667,198,DebitCard
25,76607.53,33067.43308809539,7516.58,0.0,9,1512.191057010408,65,SavingsAccount
28,24980.21,13733.6451903314,12604.19,64918.9332492855,9,6420.253165985519,188,DebitCard
56,83476.57,15613.91508225811,14438.19,27651.30163769398,12,1291.32104869654,327,SavingsAccount
60,50907.42,9084.844669380425,1234.75,52949.34433938486,13,14174.20453095884,44,InvestmentFund
64,16087.96,25396.1369478615,4356.94,0.0,9,2871.821696258865,68,InvestmentFund
66,15142.57,33869.43488314309,5793.56,73805.1681400718,13,5180.884151304611,66,FixedDeposit
57,10596.38,13120.79326784119,3322.46,103535.8032543972,10,3331.620404474252,189,PersonalLoan
23,90634.77,14676.42962238942,4373.72,30434.43695123313,8,2446.687766375758,23,Insurance
35,29925.74,37333.05299425184,10244.05,0.0,12,12548.85793696176,122,Insurance
59,60242.28,28667.91753582081,4985.56,29991.8780503403,9,1799.004277544086,353,SavingsAccount
73,55063.27,26285.86530097998,12826.48,39832.34353317913,8,11047.90460302627,56,PersonalLoan
59,94739.91,10124.8671108121,7003.08,69295.55911844334,6,9997.101983590079,345,InvestmentFund
21,70516.94,39202.29142581145,3274.13,41046.12303635507,18,2785.111083926848,263,Insurance
50,46963.28,33330.20636444743,5973.47,65488.29901246526,7,15689.34313122678,180,SavingsAccount
70,36081.44,12358.63700057809,2337.6,86271.29995733604,3,29959.19510167475,211,FXTransfer
38,45702.44,30473.09176807185,5794.38,0.0,7,6776.403537065782,123,Insurance
19,20080.3,25322.53528518457,3503.57,51259.25692358566,9,3669.098032388022,260,CreditCard
18,53490.25,43389.38256784064,9826.54,29042.04432086524,10,3738.222154951231,248,FXTransfer
70,23643.93,46096.27424591826,4477.57,0.0,9,2439.280193437668,67,FXTransfer
70,14097.36,21480.31132773894,5952.72,0.0,12,17320.33850408297,234,FXTransfer
75,20848.72,28538.50407843314,8618.93,0.0,8,8429.5725646793,213,CreditCard
33,41958.36,4424.52297345522,3129.04,91952.04034205296,7,3520.183473962844,310,FXTransfer
43,44268.28,21356.54958409594,2818.58,0.0,10,11724.25790434917,89,DebitCard
31,36075.12,44051.56628886683,1058.51,74246.90639698495,8,11924.5393412408,284,DebitCard
32,13574.9,10759.47378693454,13433.8,43994.27490870602,9,15980.4588507712,169,FixedDeposit
46,86569.37,5993.586577677398,583.16,43503.80328599072,4,11622.08368128187,258,FXTransfer
62,50006.56,19766.28753158198,8926.97,0.0,9,9898.555399454735,346,Insurance
64,31112.8,6255.320883694877,5385.51,0.0,8,8058.239889021038,90,PersonalLoan
71,24348.45,22027.45553713775,7263.63,52678.94692667763,7,5811.834346064531,243,Insurance
47,15195.02,3403.363808671724,3759.41,0.0,10,8054.736392437508,84,InvestmentFund
23,31754.6,22293.60728689694,3119.72,137672.3342649671,13,2154.990719916935,69,Insurance
24,66045.54,4436.351503418055,8148.72,69223.60728641266,13,12622.14346641485,22,FixedDeposit
20,30202.65,15210.45036420306,4442.64,27815.47642043596,14,20398.91150444648,363,PersonalLoan
21,49766.63,13224.51676461456,7361.94,0.0,16,13426.01510163178,98,CreditCard
44,56029.93,22706.30020353523,3509.63,42893.03721445092,4,4752.957158383464,129,CreditCard
49,49828.12,37649.6052947723,11684.05,0.0,9,20264.90723907409,243,FXTransfer
30,32929.16,7520.430996354189,6820.55,0.0,8,14751.13462602017,264,DebitCard
31,29637.64,6852.253295262348,4797.3,0.0,5,5483.956950358905,35,InvestmentFund
40,59487.69,32802.75527977377,516.18,0.0,11,18280.13336472344,43,PersonalLoan
65,39862.93,31538.05259207982,972.1,30137.12673400416,6,4962.817553755182,158,FixedDeposit
37,44046.44,20487.49593889247,10452.56,40107.94619241806,7,14832.8148824003,264,CreditCard
64,28504.84,19997.47244803668,1817.44,26398.10839315454,18,6589.070416212096,83,Insurance
65,27525.28,14006.78234935808,2960.73,0.0,8,11543.38075265252,285,FXTransfer
34,39730.9,31695.90760544497,1713.67,0.0,11,20373.778268063,284,SavingsAccount
47,46765.46,45179.00218549623,2527.25,54354.47635935581,10,6384.323594025966,104,FXTransfer
54,82275.24,11658.5517699174,5102.87,0.0,13,7498.584364689931,265,FXTransfer
63,41018.75,64785.62494403371,1208.25,56461.38266973365,12,22443.50747631969,206,PersonalLoan
21,68076.25,7362.90128341809,8044.4,0.0,10,1037.62202564741,289,PersonalLoan
19,21626.61,19484.32055681316,2249.25,48512.54529934654,10,9750.384712096735,30,CreditCard
69,100974.42,6080.831295291054,902.88,130741.5955515336,5,9983.871932379736,352,FXTransfer
26,8547.85,9729.866579238873,4874.6,53163.9672513163,16,5428.112105181543,191,FXTransfer
67,19773.54,5059.154131660932,298.22,0.0,7,31329.59369741322,192,InvestmentFund
48,20226.0,7636.932275772086,3088.22,0.0,12,6734.080538710517,107,SavingsAccount
50,49902.07,16620.53515606705,5054.96,0.0,9,9571.459525483755,315,FXTransfer
50,32883.34,50409.14576803539,10096.48,0.0,7,10354.4725829003,262,SavingsAccount
63,15785.83,16509.90440600535,2018.69,34214.21402005093,17,32579.04115630591,292,CreditCard
19,77896.78,12437.74988958892,7998.33,0.0,12,2427.843120236926,278,CreditCard
73,14370.89,4592.80381811913,1252.24,68056.62398044449,12,4550.648492864939,36,PersonalLoan
59,37633.29,32333.49214384331,11719.77,42498.61635287225,7,12549.82736856568,299,CreditCard
22,24255.35,21498.31892111917,1717.02,122361.5924330802,8,10030.41182296005,179,PersonalLoan
31,40932.09,46771.1452221813,1494.43,0.0,6,3453.441505617682,282,CreditCard
61,77320.45,34825.90000577144,12488.79,59574.4195021083,11,23389.51834493538,155,CreditCard
75,16963.4,34869.056238784,4802.64,37183.98536606674,10,11995.98371647108,249,CreditCard
38,21038.55,48323.18700792745,4057.57,45285.0143114376,9,15146.93730311988,313,FXTransfer
27,18943.03,52494.27114137733,7693.38,0.0,8,8629.360776986387,357,FixedDeposit
27,50915.7,13506.20699952636,4851.27,0.0,11,10825.5774006301,6,Insurance
34,49238.74,21590.13016557849,9609.92,55866.44256613591,6,21849.29667481721,305,InvestmentFund
45,37328.77,19627.46070554744,13033.83,0.0,7,5569.79132966099,333,InvestmentFund
69,33894.0,8554.220555923062,2317.68,60388.09909244119,7,4182.612256113554,82,PersonalLoan
35,14898.76,36149.88380765879,16734.4,53999.46904816597,9,5240.644044288833,330,FXTransfer
44,16810.44,16534.5396942174,15983.14,38425.49320569873,8,6401.254543891559,159,Insurance
34,41816.59,15163.80212896854,11643.5,56233.83518214979,12,3215.688889181328,151,PersonalLoan
64,61115.62,47881.32602305178,4888.86,51253.82899163799,11,7975.04754066569,288,PersonalLoan
60,53050.84,8711.40826594336,1289.8,65112.29560036143,10,5104.039011863142,211,FXTransfer
67,27482.75,22661.83162291185,4749.79,57150.0455417897,16,19689.01157006074,70,InvestmentFund
23,26187.76,45582.48691346519,1444.05,0.0,9,20055.07363011558,306,PersonalLoan
18,79657.13,22431.86870351716,1899.68,0.0,13,7036.013839496965,250,InvestmentFund
60,25292.65,17043.71446616756,1624.04,0.0,11,9632.288683823612,224,InvestmentFund
62,29870.67,5197.890754926548,4139.68,0.0,15,6011.133027862259,365,FXTransfer
26,48795.47,29013.36795944453,1728.11,44448.97085404187,7,10198.4268416545,337,Insurance
38,35294.03,11757.84166260167,1371.02,0.0,10,6401.470100709708,166,CreditCard
27,62045.86,39092.20891407286,10763.38,0.0,10,5677.035955901933,91,FixedDeposit
19,34709.34,7877.988993716736,2582.32,0.0,14,26592.53248004328,310,SavingsAccount
62,46271.69,33049.2952019142,638.09,103547.1748210546,10,20559.72948649168,2,PersonalLoan
37,32736.29,32072.76997551313,1402.4,57646.44391215362,15,1844.363067186603,50,SavingsAccount
28,15859.75,12465.91163240243,1784.87,0.0,4,10091.33600588429,119,Insurance
74,58943.54,40567.28126076443,10974.96,75436.27798560938,10,14463.42836798535,55,FixedDeposit
23,9762.29,24657.53577685812,19709.3,0.0,10,12263.94193328855,258,PersonalLoan
46,14606.78,16628.49821862836,1681.71,24051.03836913758,12,23549.86983708085,259,CreditCard
24,19845.3,53455.77135969765,1693.64,0.0,7,7922.349938451515,188,PersonalLoan
19,33978.97,14488.59377465172,6190.81,0.0,12,9905.96983553542,359,DebitCard
39,82226.45,3347.18400322726,4313.94,72578.53214630311,15,14734.22674799656,138,InvestmentFund
32,8631.71,20674.92037520477,19233.56,0.0,10,28372.18365697598,198,FXTransfer
31,32003.98,46836.02702077565,5009.85,0.0,8,28569.16635543852,280,PersonalLoan
39,70409.62,7658.291198021582,1285.51,20741.74708039497,13,3464.54540928378,211,FXTransfer
39,39735.24,32437.54328073276,1245.97,0.0,7,4634.237492820133,143,Insurance
71,16485.97,20131.37964851848,405.95,33270.90980457067,5,2629.467442059795,224,Insurance
41,57151.63,14437.93015034741,5816.12,0.0,8,5334.259827616452,322,CreditCard
37,36061.89,19952.06944064071,2387.66,0.0,10,5533.100707886758,143,FixedDeposit
65,36397.66,44269.6114395512,11149.16,0.0,8,3725.667261756348,299,PersonalLoan
63,32038.56,30655.61558333781,2268.1,78334.31833012747,8,4032.31673639172,318,Insurance
21,27226.42,21773.18990897221,6419.02,0.0,7,19285.07401193673,249,InvestmentFund
50,34468.11,42815.20694408216,4678.88,50046.35667978481,11,6476.648730026962,206,InvestmentFund
74,43700.08,38532.20529908381,7870.09,0.0,12,3210.151883803556,267,FXTransfer
45,27094.51,10845.12425405779,3706.58,0.0,4,5325.858931070587,83,InvestmentFund
40,26567.62,18967.61055570338,1308.94,20120.61685065397,10,3984.115494746087,259,FXTransfer
44,12008.14,22368.57173712768,3862.75,35900.78685673555,9,7746.273965087219,139,InvestmentFund
73,28645.76,22979.5641784232,2209.93,0.0,9,3657.87008463463,222,DebitCard
28,7914.82,33541.46232762446,3660.38,0.0,8,1224.627539183541,257,CreditCard
71,87653.81,8094.533096004374,5823.98,0.0,12,2955.630113255223,244,Insurance
70,45051.93,9439.807555030315,4188.5,0.0,9,4808.882860849033,164,FixedDeposit
42,40493.37,44358.03266098094,15236.99,110856.5656314099,13,18351.18841394045,252,FixedDeposit
66,56110.34,8462.12492841399,2105.7,65999.41001481157,8,10679.10914548525,349,FixedDeposit
53,61483.69,12059.02598783106,7289.46,0.0,12,12289.98541786713,298,SavingsAccount
72,109740.37,12982.1583735915,2869.34,63417.04907561299,11,4751.846206486595,304,InvestmentFund
19,35739.34,59891.74050896608,860.68,51868.52478675425,14,10226.79509597012,312,DebitCard
73,87928.48,24863.97241002356,2666.54,74478.59131655292,12,12793.5328176348,334,Insurance
30,6342.66,7831.14469796759,12716.7,42401.0947179654,8,5996.028090695801,196,DebitCard
44,43620.1,16296.4788610479,1479.58,52596.31543014722,8,10526.54542234994,157,DebitCard
34,29101.97,23096.13488692863,6334.15,0.0,10,6578.290793423857,148,DebitCard
46,26401.44,12014.39115088013,4449.32,0.0,11,5919.797660780315,91,DebitCard
38,12654.13,34154.20293426554,7154.23,44654.59794282309,9,20859.20674983619,293,InvestmentFund
65,97233.84,12645.51472714176,4394.41,0.0,6,8679.316665619412,291,CreditCard
20,16875.92,33389.48120739967,1529.22,48189.59244761727,8,6782.234166531463,217,DebitCard
54,48738.84,14153.3296659979,3628.15,63166.74147477098,7,2822.98384034439,265,Insurance
52,25853.57,46117.07477305793,10165.82,63531.53450565087,13,7429.074327482795,343,InvestmentFund
68,57357.66,45752.54646046368,6246.22,60542.78238936789,9,2107.7392614321,21,FXTransfer
52,40974.05,10857.43650174334,8472.58,128964.6405182298,13,7219.840936103401,112,InvestmentFund
46,52249.67,11450.37961634028,10674.04,161938.3672648098,13,5936.829692389934,321,FXTransfer
44,51789.01,8957.706621681718,4343.61,0.0,8,6163.242018638272,88,SavingsAccount
29,64991.06,5558.086284968255,5309.4,0.0,9,5694.26124193694,261,SavingsAccount
45,72854.43,30910.62718209012,4839.46,47170.41805920752,13,6808.675995086942,140,FXTransfer
35,47342.71,12815.92918386225,10545.16,0.0,6,12113.45129162642,138,Insurance
26,41928.23,12274.91718672811,5558.99,69034.1207371778,14,3384.230448477621,344,Insurance
70,97023.69,7812.973338336722,4599.19,39635.72221165833,5,15358.42696420688,80,InvestmentFund
59,33040.7,48662.40172222311,4199.43,50498.18268095999,12,16580.75710067827,135,FXTransfer
68,30082.64,32321.49186668003,3396.51,0.0,13,7937.564481814447,296,InvestmentFund
71,79646.07,13302.79461461058,9641.39,0.0,13,1556.050787282638,102,SavingsAccount
56,105751.84,20630.24577039463,9189.43,0.0,9,16442.63196963562,233,CreditCard
66,42500.07,36291.73720118536,1709.72,80587.60517297086,10,8226.940746013246,188,DebitCard
31,60292.22,8345.324198783454,3027.82,0.0,13,5753.511997465543,13,FixedDeposit
43,53889.82,74324.19022549469,18542.45,30822.23246887031,9,9513.338541338318,16,InvestmentFund
73,52644.15,10394.97878894588,19829.3,0.0,8,6163.821968060189,43,PersonalLoan
51,59923.46,20916.73897578586,1936.65,67455.86971618036,8,30307.3095842071,244,CreditCard
35,7680.24,63544.87881363561,3231.7,65624.59590025003,7,20625.13831890046,55,PersonalLoan
68,19023.32,13901.63218187309,2900.31,0.0,11,9045.680052436515,167,DebitCard
25,14753.53,14427.16561909485,4764.13,75430.82010723511,9,1954.850469606723,17,Insurance
73,29602.46,14596.60166822287,1301.75,79320.41542575644,12,2515.882070417137,93,SavingsAccount
21,33774.2,12499.51929729182,1821.87,74871.13770203177,9,8990.079480696248,151,SavingsAccount
25,65030.39,24803.21789658269,2830.79,42356.30381161826,12,30174.46082364647,131,SavingsAccount
19,52341.64,14906.39240155933,2131.44,0.0,16,1623.965633539601,202,SavingsAccount
60,62569.58,29392.95536372653,3638.39,0.0,12,5903.664587829216,36,CreditCard
40,18372.73,6770.821381155649,1825.22,34861.70146461725,14,13576.76787787117,129,DebitCard
45,50411.49,16780.17957424001,5298.62,0.0,12,2468.560834084212,212,FXTransfer
20,101687.86,6496.518620271307,9836.47,0.0,9,8238.669349682763,232,Insurance
46,34656.73,15253.67226225323,608.94,60540.4088228571,13,17783.20758396356,163,CreditCard
58,14721.05,13046.38763509508,9119.84,0.0,8,32680.4875067857,203,SavingsAccount
18,50625.72,70545.59384942622,2959.6,0.0,7,11335.96135921285,128,PersonalLoan
55,29885.92,9985.840732032964,803.3,0.0,8,8359.707114816352,232,FXTransfer
66,8229.93,8192.21778754638,3262.72,34460.58277990964,7,14045.17302230163,138,SavingsAccount
50,88351.72,11440.42069690178,3886.26,0.0,13,17807.9717542354,8,SavingsAccount
33,15387.83,22098.36459559649,2858.49,59158.15207987637,10,9135.526212375882,149,FXTransfer
37,52737.27,49309.72726428816,15857.45,0.0,12,10248.02079805816,353,DebitCard
23,16538.16,15362.54029506337,6982.07,46391.60944212868,10,18157.1167639643,261,FixedDeposit
20,82372.22,34251.31588281177,9254.91,60462.62025237909,9,3217.459008654453,156,FixedDeposit
35,77437.5,4788.779878531467,13744.94,0.0,10,9060.508235147332,170,DebitCard
74,38829.24,16917.71936721525,9050.74,0.0,4,14097.93727031122,304,SavingsAccount
31,33646.99,13017.40022888779,3581.25,0.0,11,12043.78544160912,84,FXTransfer
26,32074.33,34672.98579470497,2244.56,70692.53101637412,11,3819.205902454777,74,SavingsAccount
48,41718.98,9048.221188171738,9759.82,24652.75105537464,15,18492.01405954411,209,FXTransfer
23,69889.76,6787.185546522764,2577.83,0.0,6,13287.03215599931,161,InvestmentFund
73,67170.64,25584.26744820083,6324.9,95236.36916372924,11,17991.76576284907,53,InvestmentFund
25,23234.98,10027.86451009316,5853.88,0.0,10,2518.95659211478,94,SavingsAccount
58,22795.06,29385.06698525195,6771.33,70727.17107505005,9,15459.22541403076,160,DebitCard
54,19872.82,58941.31845086818,6741.02,60849.66542455474,15,10579.84456702809,291,SavingsAccount
27,22369.78,25862.69665994898,5412.31,129960.1662548777,9,9286.66418633163,118,SavingsAccount
57,17620.17,9135.322235891406,9722.75,43382.27008720486,8,8285.680037796978,63,DebitCard
45,53958.6,60217.48896842734,3486.41,64603.69658526955,14,19470.92058310031,252,InvestmentFund
56,77489.06,13235.67908051695,4348.62,49609.23041565611,6,3940.13391339246,254,Insurance
55,26204.35,59884.45067958554,2123.33,40158.32305606346,9,1694.087945207375,244,Insurance
33,75840.4,46316.1631694664,7245.13,53719.3228811981,9,3668.046797247805,195,Insurance
62,16455.65,27449.79811690215,1759.72,0.0,3,13484.08641302424,199,DebitCard
30,35686.41,49102.76908379149,2453.84,0.0,9,12978.0478679405,226,SavingsAccount
38,51662.0,4997.951375389264,6547.29,64468.22402594558,12,9388.996508927863,162,InvestmentFund
26,16735.58,65404.10031918032,1316.41,0.0,13,2310.623034211517,227,SavingsAccount
32,30615.27,30304.60228626288,7761.01,68698.19317710926,14,26595.98844469069,245,Insurance
67,52531.87,35677.88917623496,9880.46,67432.32824505957,8,12988.3000758602,114,DebitCard
38,19241.86,28673.21573968919,732.36,0.0,6,4321.752769074257,134,FXTransfer
62,108352.59,41178.75857556758,5128.49,32829.35313478256,15,18016.52237712947,125,FXTransfer
41,24064.16,20576.27336331769,2927.21,50426.7796499032,13,9179.169721532115,334,FXTransfer
25,83526.0,71657.94481815082,1909.45,95594.43615867815,8,10209.55501138307,101,CreditCard
24,32945.06,58753.60370216203,962.82,133818.2899232107,7,6611.760565834581,113,FixedDeposit
33,44741.86,44931.41744700228,8238.49,0.0,18,19122.92175154541,99,InvestmentFund
33,6017.76,33113.619198819,12260.12,75839.35683491048,6,5186.906888673199,311,FixedDeposit
38,54102.57,11178.52063245001,6789.48,55478.96528643278,11,15124.0172855696,112,FixedDeposit
60,36807.74,34424.7496636392,3282.85,58856.33463312754,8,2951.196788792105,270,SavingsAccount
73,15745.12,43159.61721585177,16322.03,0.0,10,1766.62561784757,342,InvestmentFund
62,15889.16,19282.6701443625,4176.5,0.0,4,11722.30155666146,0,DebitCard
33,57871.54,4297.873432356066,4814.37,84661.62295673098,9,4941.473059480753,202,FXTransfer
